customer_id,age,annual_income,monthly_debt,loan_amount,loan_term_months,credit_score,employment_years,account_age_months,num_previous_loans,previous_defaults,debt_to_income,loan_to_income,default
C0332,53,1666652,2358,76737,72,716,11.3,66,4,0,0.017,0.046,0
C0333,28,594775,17149,528938,36,662,6.7,71,2,0,0.346,0.8893,1
C0334,41,1790849,42987,943376,72,770,8.5,179,0,1,0.288,0.5268,0
C0335,33,1658503,37167,1587354,12,731,4.3,165,2,0,0.2689,0.9571,0
C0336,40,1897808,106844,934452,72,717,10.7,128,1,0,0.6756,0.4924,1
C0337,33,715004,30715,240065,60,719,2.4,151,3,0,0.5155,0.3358,0
C0338,31,2306182,31605,912525,48,723,1.9,130,2,2,0.1645,0.3957,0
C0339,59,1219460,70039,1147026,72,684,12.9,92,5,0,0.6892,0.9406,0
C0340,47,903501,42167,164433,12,671,9.6,148,6,0,0.56,0.182,0
C0341,33,594007,20229,102796,60,640,7.0,90,1,0,0.4087,0.1731,1
C0342,51,2159461,132667,987569,36,741,12.1,28,5,1,0.7372,0.4573,1
C0343,58,280711,12445,209697,60,605,10.3,164,4,0,0.532,0.747,1
C0344,26,1214986,45512,1224721,60,609,0.5,122,2,0,0.4495,1.008,1
C0345,37,289214,10973,323670,36,770,2.9,80,5,1,0.4553,1.1191,0
C0346,49,728629,42032,255438,24,766,7.4,71,1,0,0.6922,0.3506,0
C0347,44,732002,40588,179204,48,671,7.1,168,3,0,0.6654,0.2448,0
C0348,56,483724,16182,663543,48,772,6.4,147,1,0,0.4014,1.3717,1
C0349,31,714336,35037,974204,48,731,2.9,88,3,0,0.5886,1.3638,1
C0350,44,1513853,19481,339784,48,592,3.6,121,4,0,0.1544,0.2244,0
C0351,43,1191600,47258,1460069,24,763,8.7,80,5,0,0.4759,1.2253,0
C0352,43,764044,38849,553704,60,613,5.8,96,3,0,0.6102,0.7247,0
C0353,57,1479268,70515,273284,12,651,10.0,9,3,2,0.572,0.1847,0
C0354,41,1330929,10130,1498282,36,709,8.1,43,2,0,0.0913,1.1257,1
C0355,58,1220813,68967,1694811,72,617,6.8,66,2,0,0.6779,1.3883,1
C0356,43,505662,26368,313550,24,620,8.1,9,6,0,0.6257,0.6201,1
C0357,46,1104051,60827,422089,72,550,8.7,81,0,0,0.6611,0.3823,1
C0358,50,1450681,36634,322769,24,657,11.3,148,2,0,0.303,0.2225,0
C0359,25,924678,42344,681567,48,662,11.9,166,6,0,0.5495,0.7371,1
C0360,37,1051202,6468,1109356,24,635,12.4,139,0,0,0.0738,1.0553,0
C0361,44,1668593,71533,1045847,60,715,5.2,164,6,0,0.5144,0.6268,1
C0362,38,1302685,44065,849796,12,634,5.4,16,2,2,0.4059,0.6523,0
C0363,46,2148801,52465,721744,60,688,3.7,172,0,0,0.293,0.3359,0
C0364,23,554608,23965,710093,24,737,15.7,59,0,0,0.5185,1.2804,0
C0365,50,582495,23739,89726,12,656,7.0,123,0,1,0.489,0.154,0
C0366,39,1989735,61129,1371661,48,676,5.1,105,5,1,0.3687,0.6894,0
C0367,62,545237,13721,577262,12,615,7.2,24,2,0,0.302,1.0587,0
C0368,51,1879764,109757,1435636,12,623,8.6,107,1,0,0.7007,0.7637,0
C0369,57,1517229,86926,832511,12,683,9.2,179,4,0,0.6875,0.5487,0
C0370,48,637047,15766,834645,72,730,7.9,84,3,0,0.297,1.3102,0
C0371,32,955091,14735,290380,24,760,9.2,70,5,0,0.1851,0.304,0
C0372,58,2214686,21174,659542,72,703,0.7,171,5,0,0.1147,0.2978,0
C0373,45,817773,42600,196399,24,651,5.6,78,2,0,0.6251,0.2402,0
C0374,32,1808796,58139,403662,12,657,12.2,86,5,0,0.3857,0.2232,1
C0375,46,843319,32333,983983,36,641,5.5,128,6,0,0.4601,1.1668,1
C0376,40,867209,14873,602043,72,704,6.2,143,0,0,0.2058,0.6942,0
C0377,24,1979257,74298,596552,60,650,7.3,15,4,0,0.4505,0.3014,1
C0378,60,1500538,62909,1100931,60,727,3.2,40,0,0,0.5031,0.7337,0
C0379,62,975598,13740,1237737,60,658,7.1,46,5,0,0.169,1.2687,0
C0380,25,1197793,32375,181829,36,683,12.2,130,1,0,0.3243,0.1518,0
C0381,47,2249956,86953,266478,72,641,14.2,16,4,0,0.4638,0.1184,0
C0382,59,1009178,44839,843810,36,596,13.5,102,0,0,0.5332,0.8361,0
C0383,37,1982225,105895,1061058,60,770,2.2,130,0,0,0.6411,0.5353,1
C0384,40,1167167,26498,380002,36,609,8.8,44,5,0,0.2724,0.3256,0
C0385,30,2299627,44269,1407400,48,629,4.9,157,0,0,0.231,0.612,1
C0386,55,444378,6812,108627,24,691,10.9,152,3,0,0.184,0.2444,0
C0387,24,1468894,63789,1060131,24,679,9.6,161,1,0,0.5211,0.7217,0
C0388,34,1389480,46914,1000995,60,649,2.8,48,3,1,0.4052,0.7204,1
C0389,55,2040747,64373,1339220,60,624,9.5,51,0,0,0.3785,0.6562,1
C0390,31,285034,12637,276228,60,588,5.7,179,5,0,0.532,0.9691,1
C0391,53,1879021,14807,942315,24,763,2.7,153,2,0,0.0946,0.5015,0
C0392,57,1993988,26775,61470,72,697,14.9,71,4,1,0.1611,0.0308,0
C0393,36,1604987,87403,1277610,36,700,5.4,115,2,0,0.6535,0.796,1
C0394,48,1134353,65238,424802,36,631,8.8,111,2,0,0.6901,0.3745,0
C0395,48,859101,31268,389308,12,628,10.6,64,1,0,0.4368,0.4532,0
C0396,26,954184,43672,61095,12,708,0.5,105,4,0,0.5492,0.064,1
C0397,37,1835395,54513,1337579,72,696,8.0,104,4,0,0.3564,0.7288,0
C0398,34,2353531,4807,473010,72,748,6.7,118,1,2,0.0245,0.201,0
C0399,37,990862,2018,380185,12,640,5.3,173,2,0,0.0244,0.3837,0
C0400,56,344451,4954,338144,36,681,10.2,23,4,0,0.1726,0.9817,0
C0401,40,1229152,2609,597582,24,663,4.9,109,3,0,0.0255,0.4862,0
C0402,30,1360844,77352,574584,72,636,5.3,143,3,0,0.6821,0.4222,0
C0403,52,2212401,32479,590687,12,629,13.3,129,3,0,0.1762,0.267,1
C0404,43,2009839,69699,1173343,12,675,6.8,96,2,2,0.4161,0.5838,0
C0405,44,598887,25169,279183,60,673,4.6,86,2,0,0.5043,0.4662,1
C0406,35,1265079,36787,483646,24,692,0.5,67,4,0,0.3489,0.3823,0
C0407,30,609200,2434,851368,60,612,4.3,163,0,0,0.0479,1.3975,0
C0408,59,1432313,25969,1652774,60,684,9.5,131,4,2,0.2176,1.1539,0
C0409,53,416577,16981,176215,72,682,3.0,50,4,0,0.4892,0.423,1
C0410,60,702567,25697,692544,36,704,6.4,89,2,0,0.4389,0.9857,0
C0411,46,1051389,25925,890103,36,685,4.2,101,3,1,0.2959,0.8466,0
C0412,40,1269038,58651,848770,24,772,6.2,148,1,0,0.5546,0.6688,1
C0413,49,2375465,137530,1169842,72,782,12.6,167,2,0,0.6948,0.4925,0
C0414,48,695130,5934,275933,36,617,11.9,47,3,0,0.1024,0.397,0
C0415,46,1360934,81374,467245,60,732,4.7,95,4,0,0.7175,0.3433,0
C0416,43,2324696,22554,849163,60,667,4.3,120,1,0,0.1164,0.3653,0
C0417,44,2049226,12369,389737,36,631,3.5,24,1,0,0.0724,0.1902,0
C0418,48,1417696,49600,1618450,60,622,1.8,119,1,0,0.4198,1.1416,1
C0419,38,1335484,29600,400036,48,664,12.8,26,0,1,0.266,0.2995,0
C0420,28,715907,42507,212816,12,623,6.7,73,2,0,0.7125,0.2973,0
C0421,51,810209,4303,798350,36,771,12.2,13,6,0,0.0637,0.9854,1
C0422,51,846712,13602,1007440,72,686,6.2,144,3,0,0.1928,1.1898,0
C0423,42,1736129,59915,695646,36,689,4.1,28,3,0,0.4141,0.4007,0
C0424,31,1722357,63498,1172183,12,664,7.1,79,6,0,0.4424,0.6806,1
C0425,50,1508606,50974,445462,48,625,1.1,146,4,0,0.4055,0.2953,0
C0426,47,1205231,12382,935500,72,702,13.3,73,4,0,0.1233,0.7762,0
C0427,41,1407521,19907,657325,12,736,0.5,52,5,0,0.1697,0.467,0
C0428,43,361350,3626,330478,12,700,8.8,44,2,1,0.1204,0.9146,0
C0429,37,658313,29541,376711,48,743,9.7,93,2,0,0.5385,0.5722,0
C0430,32,515041,27416,461484,12,650,3.5,74,6,0,0.6388,0.896,1
C0431,23,791543,31029,568336,72,682,13.3,104,0,0,0.4704,0.718,0
C0432,36,2263174,83817,727512,24,675,5.2,105,4,0,0.4444,0.3215,1
C0433,42,1113507,30545,286828,24,701,6.2,176,5,0,0.3292,0.2576,0
C0434,48,1299590,7504,1268606,72,616,7.7,8,2,0,0.0693,0.9762,1
C0435,54,663365,5935,112678,36,640,5.6,166,5,2,0.1074,0.1699,1
C0436,58,1736756,98100,454677,12,666,5.0,118,1,0,0.6778,0.2618,1
C0437,51,1516122,26461,1190054,36,666,2.5,151,2,0,0.2094,0.7849,0
C0438,58,952529,36808,375111,48,685,14.5,23,2,0,0.4637,0.3938,0
C0439,55,1869823,114306,813521,60,574,6.2,164,1,0,0.7336,0.4351,1
C0440,35,2366872,42404,1335636,36,658,11.1,147,0,2,0.215,0.5643,1
C0441,31,1029265,14557,257101,12,664,8.9,130,4,0,0.1697,0.2498,0
C0442,60,1353484,50018,512889,60,690,10.0,18,1,0,0.4435,0.3789,0
C0443,28,2243182,111039,1773914,36,670,7.4,148,6,0,0.594,0.7908,1
C0444,27,1554668,30298,1139439,12,717,4.2,25,3,0,0.2339,0.7329,0
C0445,38,1030352,52219,1389292,60,657,2.2,33,2,0,0.6082,1.3484,1
C0446,34,1964252,46238,1428944,24,610,3.0,135,2,0,0.2825,0.7275,0
C0447,43,1839104,81745,554831,60,723,2.2,88,4,0,0.5334,0.3017,1
C0448,51,2156950,2051,1573189,12,754,0.5,107,4,1,0.0114,0.7294,1
C0449,37,1181032,69013,1216694,60,679,7.5,76,4,1,0.7012,1.0302,1
C0450,60,1327975,35586,1750945,36,735,7.6,65,1,0,0.3216,1.3185,0
C0451,53,1005205,55707,249992,60,689,0.5,153,5,0,0.665,0.2487,1
C0452,26,1682531,58925,923509,12,709,1.8,95,5,0,0.4203,0.5489,0
C0453,47,507029,20511,206846,36,702,6.6,144,4,0,0.4854,0.408,0
C0454,51,2396988,60218,955834,36,701,11.9,29,2,2,0.3015,0.3988,0
C0455,58,1954329,103426,1513540,24,743,6.7,117,6,2,0.6351,0.7745,1
C0456,58,1312829,11390,608381,48,637,10.8,68,0,1,0.1041,0.4634,1
C0457,45,1078971,52441,689251,24,752,4.7,12,2,0,0.5832,0.6388,1
C0458,25,1259326,50997,377137,72,704,6.7,57,0,0,0.4859,0.2995,0
C0459,32,1486638,41992,993847,48,703,13.1,34,0,0,0.339,0.6685,0
C0460,39,2305959,39053,1507669,72,658,4.2,165,5,0,0.2032,0.6538,0
C0461,26,1471239,8957,1025093,72,771,8.9,75,0,2,0.0731,0.6968,0
C0462,29,360020,14665,171198,48,611,14.8,80,2,0,0.4888,0.4755,0
C0463,28,1061891,62709,95064,12,828,10.3,149,1,0,0.7086,0.0895,0
C0464,24,1734500,48580,1361204,36,706,11.4,96,4,0,0.3361,0.7848,1
C0465,39,1903911,74737,637609,24,631,12.7,13,1,0,0.4711,0.3349,0
C0466,56,1233902,33504,1251455,24,647,8.4,112,4,0,0.3258,1.0142,1
C0467,36,861232,11051,698016,72,641,1.7,57,5,0,0.154,0.8105,0
C0468,32,942901,6444,1218827,60,711,4.7,87,2,0,0.082,1.2926,1
C0469,24,1616672,41760,979047,72,653,10.0,111,6,0,0.31,0.6056,0
C0470,29,831743,3716,609651,60,650,5.7,53,1,0,0.0536,0.733,1
C0471,28,2279014,100031,435826,48,774,12.2,126,3,0,0.5267,0.1912,0
C0472,23,1411869,31170,1606855,72,783,9.5,111,0,1,0.2649,1.1381,0
C0473,54,1642711,55066,1677840,12,609,12.6,115,4,0,0.4023,1.0214,0
C0474,59,441530,5582,523546,48,698,9.4,139,1,0,0.1517,1.1858,0
C0475,25,1904864,26884,660647,48,673,1.4,18,3,0,0.1694,0.3468,1
C0476,41,508785,31611,199149,48,713,3.8,138,5,0,0.7456,0.3914,1
C0477,60,847517,13722,1001437,60,715,4.2,12,5,0,0.1943,1.1816,1
C0478,33,798182,9481,992456,72,643,5.8,29,3,0,0.1425,1.2434,0
C0479,62,950667,23967,1235921,72,722,4.2,49,6,1,0.3025,1.3001,1
C0480,42,2151742,49368,296528,24,699,12.7,79,6,0,0.2753,0.1378,0
C0481,54,304119,17588,287889,48,643,3.4,61,3,2,0.694,0.9466,1
C0482,58,1150895,26227,360915,12,680,7.3,18,6,2,0.2735,0.3136,0
C0483,42,1668780,25363,388344,72,681,8.1,112,2,0,0.1824,0.2327,0
C0484,34,2189825,96421,125162,12,688,2.0,154,3,0,0.5284,0.0572,0
C0485,58,552318,12787,602654,48,716,6.4,76,4,0,0.2778,1.0911,0
C0486,56,647713,20821,497798,60,714,8.3,129,4,0,0.3857,0.7685,0
C0487,31,2362039,49161,1328016,24,672,1.4,132,5,0,0.2498,0.5622,0
C0488,30,1149608,56346,918307,12,655,8.9,163,5,0,0.5882,0.7988,1
C0489,41,1347104,74088,729317,12,643,7.9,135,0,0,0.66,0.5414,0
C0490,24,1016641,23660,758704,72,633,12.4,55,0,0,0.2793,0.7463,0
C0491,52,1685551,70298,677769,60,704,0.5,20,5,0,0.5005,0.4021,0
C0492,44,1763087,21569,638167,12,659,6.7,22,4,0,0.1468,0.362,0
C0493,47,1065924,48220,709553,72,618,0.5,84,0,0,0.5429,0.6657,1
C0494,42,1186556,41625,417028,12,682,11.2,140,1,0,0.421,0.3515,0
C0495,24,2304436,128739,1586040,60,672,8.9,93,2,0,0.6704,0.6883,0
C0496,56,836656,49485,126656,48,612,13.4,58,0,1,0.7098,0.1514,1
C0497,61,645222,36116,853398,72,783,2.8,32,5,0,0.6717,1.3226,0
C0498,43,1121190,39560,630176,60,661,5.4,55,0,0,0.4234,0.5621,1
C0499,30,343991,8769,334441,36,676,11.9,32,4,0,0.3059,0.9722,1
C0500,38,998379,22406,1336105,36,677,11.9,24,0,0,0.2693,1.3383,0
C0501,29,1888933,94363,1300157,60,712,11.0,51,5,0,0.5995,0.6883,1
C0502,35,609444,10637,147429,72,622,1.7,125,5,0,0.2094,0.2419,0
C0503,53,1251795,35823,812208,48,680,9.1,163,1,0,0.3434,0.6488,0
C0504,52,2324751,19135,1046848,12,644,0.9,13,1,0,0.0988,0.4503,0
C0505,59,814329,23356,198738,36,680,2.9,33,4,0,0.3442,0.2441,0
C0506,33,2303225,19317,764529,24,715,5.4,104,6,0,0.1006,0.3319,0
C0507,44,1270503,65783,289752,60,764,9.8,152,4,0,0.6213,0.2281,0
C0508,48,571955,9126,768807,60,692,4.5,159,3,0,0.1915,1.3442,1
C0509,36,862659,2012,357705,72,618,13.6,168,1,0,0.028,0.4147,0
C0510,36,1607907,76747,1715865,72,650,12.3,82,3,0,0.5728,1.0671,0
C0511,28,314054,11639,82721,36,641,3.3,38,4,0,0.4447,0.2634,0
C0512,30,1463671,32833,955373,72,623,7.0,13,5,0,0.2692,0.6527,0
C0513,57,1165904,52409,805578,48,632,4.6,54,1,0,0.5394,0.6909,1
C0514,24,883962,45117,965899,24,754,5.5,130,3,0,0.6125,1.0927,0
C0515,61,2065532,74358,1769814,48,642,3.9,114,3,0,0.432,0.8568,1
C0516,38,2384403,109698,1195393,60,592,12.0,74,4,0,0.5521,0.5013,1
C0517,60,2299695,75248,1025042,60,684,8.6,140,0,0,0.3927,0.4457,0
C0518,27,1590718,8917,770468,60,697,5.1,162,4,0,0.0673,0.4844,0
C0519,44,2045869,39907,401290,12,801,0.5,81,5,0,0.2341,0.1961,0
C0520,26,2264579,46323,1251374,12,655,0.6,154,5,0,0.2455,0.5526,0
C0521,28,811927,18518,327953,60,676,0.5,77,2,0,0.2737,0.4039,0
C0522,60,913908,31271,825457,24,690,13.6,174,3,0,0.4106,0.9032,1
C0523,25,1718008,22204,1090078,48,686,17.4,158,6,0,0.1551,0.6345,0
C0524,59,1727352,86182,604477,12,740,1.6,19,3,0,0.5987,0.3499,0
C0525,57,1260046,36422,354401,60,741,2.4,127,6,0,0.3469,0.2813,0
C0526,43,452040,19409,421015,48,635,13.9,30,2,0,0.5152,0.9314,1
C0527,29,1350990,33692,1589966,72,640,4.7,178,4,0,0.2993,1.1769,0
C0528,43,324367,2277,85626,12,630,6.2,178,5,0,0.0842,0.264,1
C0529,41,1336528,9455,1295998,72,700,7.3,29,6,0,0.0849,0.9697,0
C0530,28,824870,45017,437487,12,672,5.8,102,3,0,0.6549,0.5304,1
C0531,52,1439236,44389,589673,24,605,7.7,176,6,1,0.3701,0.4097,1
C0532,39,1026290,6548,1081215,24,664,9.4,118,3,2,0.0766,1.0535,0
C0533,36,725643,4284,126461,12,649,12.4,32,4,0,0.0708,0.1743,0
C0534,23,438694,14795,329378,24,650,6.2,176,4,2,0.4047,0.7508,0
C0535,54,2285462,61204,56936,48,722,0.5,23,5,0,0.3214,0.0249,0
C0536,45,1678547,41692,890150,12,595,7.6,180,0,0,0.2981,0.5303,0
C0537,44,617460,15311,235197,60,614,10.7,80,0,0,0.2976,0.3809,0
C0538,29,1786850,13123,1377059,48,682,4.1,130,1,2,0.0881,0.7707,1
C0539,47,544210,19496,521132,12,614,8.5,133,0,0,0.4299,0.9576,0
C0540,36,2202544,41047,1604097,60,697,12.4,179,5,2,0.2236,0.7283,1
C0541,62,472106,7644,102384,36,768,7.3,9,6,0,0.1943,0.2169,0
C0542,29,758904,40992,887995,60,707,7.7,133,3,0,0.6482,1.1701,0
C0543,48,1639939,20000,724422,24,751,11.4,145,6,1,0.1463,0.4417,1
C0544,49,984856,38268,396042,48,693,8.7,100,1,2,0.4663,0.4021,1
C0545,33,345558,7879,96735,72,674,8.2,7,5,0,0.2736,0.2799,0
C0546,53,812225,11377,618222,60,656,13.0,58,1,0,0.1681,0.7611,1
C0547,34,2376680,93187,928257,12,671,5.7,83,4,0,0.4705,0.3906,1
C0548,46,1199710,29277,629708,12,726,10.3,124,5,0,0.2928,0.5249,0
C0549,54,1019555,44261,813768,36,799,11.9,19,1,0,0.5209,0.7982,0
C0550,25,717973,37216,234431,24,709,13.2,19,0,1,0.622,0.3265,0
C0551,60,1647226,32154,1683629,12,725,1.2,89,2,0,0.2342,1.0221,1
C0552,37,588405,33746,106978,48,770,11.1,126,3,1,0.6882,0.1818,1
C0553,35,1784036,6206,1501670,60,685,9.7,38,0,0,0.0417,0.8417,0
C0554,44,1202132,22550,1387981,60,751,9.9,81,4,0,0.2251,1.1546,1
C0555,56,2331909,123310,635463,12,661,8.8,127,5,0,0.6346,0.2725,1
C0556,37,904824,2332,926131,12,745,4.8,152,6,0,0.0309,1.0235,0
C0557,48,2290201,120604,1088688,24,612,9.3,31,0,0,0.6319,0.4754,0
C0558,31,1783262,33334,1408199,12,770,7.5,81,1,0,0.2243,0.7897,0
C0559,60,382397,15282,146964,36,684,11.4,41,5,0,0.4796,0.3843,1
C0560,44,417213,15955,332894,72,746,1.1,81,6,0,0.4589,0.7979,0
C0561,62,1688005,49708,158134,12,669,6.9,178,3,0,0.3534,0.0937,0
C0562,58,561043,15416,195129,36,687,4.4,149,3,0,0.3297,0.3478,0
C0563,36,1225552,57434,631215,12,790,3.3,134,0,0,0.5624,0.515,0
C0564,53,1505845,83389,822057,72,784,8.4,121,0,0,0.6645,0.5459,0
C0565,28,616259,9167,222769,36,708,5.1,25,0,0,0.1785,0.3615,0
C0566,24,1509641,91443,1185471,24,631,7.2,112,5,0,0.7269,0.7853,1
C0567,27,372428,23124,226096,48,661,9.0,139,4,0,0.7451,0.6071,0
C0568,56,2147540,81713,1239612,24,722,4.2,123,6,0,0.4566,0.5772,0
C0569,41,478470,22271,218600,72,726,9.0,48,4,0,0.5586,0.4569,0
C0570,32,956351,9662,136300,36,633,5.7,66,2,0,0.1212,0.1425,0
C0571,25,1609358,72761,390991,60,686,9.2,120,2,1,0.5425,0.2429,1
C0572,52,1623091,2562,1598736,60,740,9.7,45,5,0,0.0189,0.985,0
C0573,59,896912,24196,285542,72,606,9.0,119,3,0,0.3237,0.3184,1
C0574,48,1204276,48844,243946,36,767,10.9,120,4,0,0.4867,0.2026,0
C0575,40,1100891,13452,1123296,48,703,11.9,120,1,0,0.1466,1.0204,1
C0576,46,1947479,95842,946827,36,678,4.1,43,2,0,0.5906,0.4862,0
C0577,58,647415,30999,352654,24,802,8.8,112,6,0,0.5746,0.5447,1
C0578,60,641037,15617,367960,48,750,3.1,42,2,2,0.2923,0.574,0
C0579,28,307761,7730,341406,48,746,0.5,112,5,0,0.3014,1.1093,0
C0580,41,2337665,81165,1277270,36,596,5.6,16,1,1,0.4166,0.5464,1
C0581,42,2261981,111355,426170,48,750,11.2,79,5,0,0.5907,0.1884,0
C0582,27,1797329,64978,1236095,48,742,8.2,154,3,0,0.4338,0.6877,0
C0583,46,353589,6788,217604,48,662,8.3,20,5,1,0.2304,0.6154,0
C0584,45,484325,11557,605338,72,750,8.2,80,6,0,0.2863,1.2499,0
C0585,61,981018,19790,810265,12,650,0.5,83,4,0,0.2421,0.8259,0
C0586,46,2313813,91211,391896,12,700,6.4,111,6,0,0.473,0.1694,0
C0587,62,758011,10600,1018265,12,741,0.5,35,3,0,0.1678,1.3433,0
C0588,61,1714641,95047,688969,12,685,5.0,50,1,0,0.6652,0.4018,1
C0589,37,1569447,57680,1498750,12,710,8.5,26,0,1,0.441,0.955,1
C0590,55,528576,5896,315302,12,761,5.8,126,6,1,0.1339,0.5965,0
C0591,36,1118963,21078,631698,60,737,8.5,29,2,0,0.226,0.5645,0
C0592,55,566626,2916,604527,24,651,1.5,31,1,0,0.0618,1.0669,0
C0593,29,1177645,50033,1514090,60,645,13.9,127,1,0,0.5098,1.2857,1
C0594,47,2058770,69403,527215,48,808,6.3,60,0,0,0.4045,0.2561,0
C0595,54,1795194,12780,738107,48,619,5.6,16,0,0,0.0854,0.4112,0
C0596,51,1227381,55383,659409,48,698,8.7,147,6,0,0.5415,0.5372,0
C0597,46,1032027,8892,881247,48,702,13.0,178,4,0,0.1034,0.8539,0
C0598,60,706653,6240,431377,24,650,8.1,49,3,1,0.106,0.6105,0
C0599,40,1424930,48674,1047880,72,590,7.3,108,4,0,0.4099,0.7354,1
C0600,52,733138,18429,563111,48,703,6.6,37,0,1,0.3016,0.7681,0
C0601,54,392192,12713,130077,36,683,10.9,179,4,0,0.389,0.3317,0
C0602,54,2234637,78955,1438510,48,638,1.1,57,2,0,0.424,0.6437,0
C0603,24,412533,14570,521980,36,691,15.2,36,6,0,0.4238,1.2653,0
C0604,42,968470,30225,332042,36,675,7.3,131,0,0,0.3745,0.3429,0
C0605,58,2250561,16611,870793,36,696,0.5,135,3,0,0.0886,0.3869,0
C0606,41,1624202,5689,1288291,12,729,11.2,21,6,0,0.042,0.7932,1
C0607,44,1876240,55992,786665,12,721,10.0,97,5,0,0.3581,0.4193,1
C0608,27,1558895,46249,406052,12,677,10.4,35,5,0,0.356,0.2605,0
C0609,49,1398280,43486,842173,60,701,11.5,11,3,0,0.3732,0.6023,0
C0610,36,1689149,67898,1751749,72,651,9.7,133,2,0,0.4824,1.0371,1
C0611,27,1177917,54694,523717,60,704,6.7,152,5,0,0.5572,0.4446,0
C0612,40,562149,33147,497852,24,669,1.9,151,6,0,0.7076,0.8856,0
C0613,50,1594297,69550,1000489,72,743,8.3,165,6,0,0.5235,0.6275,0
C0614,34,2373811,124498,611902,72,609,3.2,60,6,0,0.6294,0.2578,0
C0615,26,1121578,41357,963076,48,710,5.5,44,2,0,0.4425,0.8587,0
C0616,40,1483952,23048,587807,72,639,4.0,171,0,1,0.1864,0.3961,0
C0617,42,2226826,11700,473604,24,696,0.5,114,2,1,0.063,0.2127,0
C0618,25,2317768,16503,226013,36,595,3.9,11,3,0,0.0854,0.0975,0
C0619,28,1944698,32938,284739,60,664,13.0,41,5,0,0.2032,0.1464,0
C0620,56,1336159,13829,549283,60,765,11.1,133,2,0,0.1242,0.4111,0
C0621,38,2053641,37985,971646,48,714,7.4,60,2,0,0.222,0.4731,0
C0622,30,1607455,57545,1045841,72,691,8.7,145,6,0,0.4296,0.6506,1
C0623,46,1572564,6562,1600738,72,719,17.3,161,6,0,0.0501,1.0179,0
C0624,58,1893507,85748,1519299,36,749,0.5,85,4,0,0.5434,0.8024,0
C0625,47,312992,11859,97317,24,662,10.4,71,2,0,0.4547,0.3109,0
C0626,49,422110,4624,565576,48,671,1.3,76,2,0,0.1315,1.3399,0
C0627,29,952528,29582,1312728,72,624,5.5,96,6,0,0.3727,1.3782,0
C0628,34,2139775,37675,56450,48,709,12.5,170,4,1,0.2113,0.0264,0
C0629,31,2000990,116492,1591767,24,642,7.9,128,2,2,0.6986,0.7955,1
C0630,49,1821824,53576,841297,60,702,0.6,52,4,0,0.3529,0.4618,1
C0631,28,2219550,15050,891031,60,771,9.0,49,3,0,0.0814,0.4014,1
C0632,59,772203,36461,506297,48,728,15.1,9,1,0,0.5666,0.6557,0
C0633,40,1487800,29080,1308464,24,634,6.9,116,6,0,0.2345,0.8795,0
C0634,32,400683,10578,173462,60,644,3.3,80,4,0,0.3168,0.4329,0
C0635,23,2246632,57631,1545973,48,727,9.4,107,5,0,0.3078,0.6881,0
C0636,26,1676126,63726,793024,60,820,6.1,66,4,0,0.4562,0.4731,0
C0637,23,1343914,50614,327323,60,682,3.1,107,0,0,0.4519,0.2436,0
C0638,52,833310,22795,1162379,48,711,11.7,28,0,0,0.3283,1.3949,0
C0639,40,1792433,82338,1789774,36,671,9.9,73,4,0,0.5512,0.9985,0
C0640,32,2125450,26762,361680,12,687,4.8,19,2,1,0.1511,0.1702,0
C0641,54,451092,17899,529995,48,739,0.5,149,0,0,0.4762,1.1749,1
C0642,41,1037721,51147,1116900,36,611,5.5,49,1,0,0.5915,1.0763,0
C0643,56,1037360,46361,247772,36,697,5.6,133,0,0,0.5363,0.2388,0
C0644,29,1637018,5784,220001,48,727,6.8,45,3,0,0.0424,0.1344,0
C0645,23,1661716,44587,1584161,72,680,12.7,121,6,0,0.322,0.9533,0
C0646,43,512930,19929,681548,48,725,8.2,24,1,0,0.4662,1.3287,0
C0647,28,366033,11336,389302,72,663,8.4,109,1,1,0.3716,1.0636,0
C0648,61,830656,45615,251560,36,617,0.8,97,3,0,0.659,0.3028,0
C0649,50,658419,14213,505193,72,588,7.3,163,3,2,0.259,0.7673,1
C0650,32,2357532,139541,226098,36,670,10.7,140,6,0,0.7103,0.0959,1
C0651,31,1540005,76519,150093,60,635,9.6,81,0,0,0.5963,0.0975,0
C0652,52,1342754,35405,1278024,12,689,6.6,96,5,0,0.3164,0.9518,1
C0653,34,1928182,43149,1281465,72,709,11.0,82,3,0,0.2685,0.6646,0
C0654,34,1165284,12252,1616634,60,686,9.2,53,3,0,0.1262,1.3873,1
C0655,30,335803,17948,208754,60,746,9.2,109,6,0,0.6414,0.6217,0
C0656,48,1549434,18395,333354,12,730,11.6,28,5,0,0.1425,0.2151,0
C0657,36,2297951,143186,450376,12,620,3.6,117,2,0,0.7477,0.196,1
C0658,32,2147580,125598,91162,48,660,10.4,130,4,0,0.7018,0.0424,0
C0659,44,313027,15621,309891,72,759,13.2,116,4,0,0.5988,0.99,0
C0660,54,2326407,17913,1157943,12,644,5.9,65,0,0,0.0924,0.4977,0
C0661,53,770485,31381,781396,48,684,0.5,94,0,2,0.4887,1.0142,1
C0662,37,1702510,95742,1427741,48,723,10.4,160,5,0,0.6748,0.8386,1
C0663,46,2261073,56318,642355,72,590,9.4,165,5,1,0.2989,0.2841,0
C0664,29,2024764,41800,542241,24,494,8.9,132,2,0,0.2477,0.2678,0
